"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Pictures","Answer.annotation_data","Answer.label","Approve","Reject"
"37Y5RYYI0PBQAX7MMY6IY7EFGQJXS4","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:29 PDT 2017","1","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Tue Jun 27 17:54:29 PDT 2017","","","3X1FV8S5JYXY3MRUHLGL9SUCGFGVGG","A3LSAOP94U6K97","Approved","Fri Jun 23 20:35:00 PDT 2017","Fri Jun 23 20:49:04 PDT 2017","Thu Jul 13 20:49:04 PDT 2017","Tue Jun 27 23:08:25 PDT 2017","","","844","78% (28/36)","78% (28/36)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/8e895fcbedb1a5b324bc2e402106b837","[{""left"":28,""top"":92,""width"":237,""height"":260,""label"":""babycoat""}]","{}"
"3QGTX7BCHP8E9Q9QBKHV2HKYA69Z51","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:47 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 21:24:37 PDT 2017","","","3MTMREQS4WOA8KEWLVT7Z82NPSTAWF","AMFVVRRQTGCAX","Rejected","Fri Jun 23 18:57:20 PDT 2017","Fri Jun 23 18:58:33 PDT 2017","Thu Jul 13 18:58:33 PDT 2017","","Tue Jun 27 21:24:37 PDT 2017","The bounding box drawn around the image was not tightly squared around it. The object was either truncated or there was excessive space around the object.","73","67% (26/39)","67% (26/39)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/8b0510a48641b63a5b89dff74dd6f79a","[{""left"":285,""top"":286,""width"":215,""height"":214,""label"":""babyshirt""},{""left"":6,""top"":7,""width"":279,""height"":493,""label"":""babyshirt""},{""left"":442,""top"":318,""width"":1,""height"":1,""label"":""babyshirt""}]","{}"
"3QGTX7BCHP8E9Q9QBKHV2HKYA69Z51","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:47 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 21:24:37 PDT 2017","","","3ZWFC4W1UVD0WFEIXH5TQA5XUB0RFF","A24DTU9HOGIJC1","Approved","Tue Jun 27 21:47:48 PDT 2017","Tue Jun 27 21:48:11 PDT 2017","Mon Jul 17 21:48:11 PDT 2017","Sun Jul 02 20:18:37 PDT 2017","","","23","57% (32/56)","57% (32/56)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/8b0510a48641b63a5b89dff74dd6f79a","[{""left"":2,""top"":26,""width"":285,""height"":343,""label"":""babyshirt""}]","{}"
"3PR3LXCWSF585IBNDS6RHC9PO2V9X6","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:55:00 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 21:11:46 PDT 2017","","","3AAPLD8UCDNXQQIGWWYOTAISYU5THP","A3NMOHKHT2RJI","Rejected","Fri Jun 23 19:29:03 PDT 2017","Fri Jun 23 19:29:22 PDT 2017","Thu Jul 13 19:29:22 PDT 2017","","Tue Jun 27 21:11:46 PDT 2017","Your answer is not at the right category. We need a picture of a full object, not to be trucanted, in the correct orientation, and please keep in mind that the data that you are working will be used as a training data which mean need to be a very good data, with little tolerance. If you find a bad one, please just choose not included (we will still check it)","19","59% (42/71)","59% (42/71)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/fdc3047205ee5780080833035e4e92ef","[{""left"":15,""top"":133,""width"":286,""height"":367,""label"":""babyslings""}]","{}"
"3PR3LXCWSF585IBNDS6RHC9PO2V9X6","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:55:00 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 21:11:46 PDT 2017","","","3JW0YLFXRUM7FXHZM0PZHXZEHT2WWI","A2NJPCPUAA4BKA","Approved","Tue Jun 27 21:14:34 PDT 2017","Tue Jun 27 21:16:05 PDT 2017","Mon Jul 17 21:16:05 PDT 2017","Sun Jul 02 20:18:17 PDT 2017","","","91","56% (34/61)","56% (34/61)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/fdc3047205ee5780080833035e4e92ef","[{""left"":9,""top"":153,""width"":286,""height"":347,""label"":""babycoat""}]","{}"
"302U8RURJZ71QVAMENOEBS7ODG3NVF","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:29 PDT 2017","1","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Tue Jun 27 17:54:29 PDT 2017","","","3N1FSUEFL66WXPYOVZEQUHR2Q2KD4R","A10LQ8RUWDUI5U","Approved","Fri Jun 23 18:09:21 PDT 2017","Fri Jun 23 18:10:27 PDT 2017","Thu Jul 13 18:10:27 PDT 2017","Tue Jun 27 23:06:43 PDT 2017","","","66","83% (10/12)","83% (10/12)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/2609054c10bb24edfa58d7a5c5f04e0d","[{""left"":0,""top"":0,""width"":341,""height"":498,""label"":""babycoat""}]","{}"
"3BJKPTD2QCI7S1YP2Z5GJUODHSCTRT","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:47 PDT 2017","1","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Tue Jun 27 17:54:47 PDT 2017","","","3K3R2QNK8C9JBXFMYP06LP66YUT9UT","A1JPFAUTMWFCVM","Approved","Fri Jun 23 18:07:54 PDT 2017","Fri Jun 23 18:09:06 PDT 2017","Thu Jul 13 18:09:06 PDT 2017","Tue Jun 27 23:08:42 PDT 2017","","","72","100% (1/1)","100% (1/1)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/1f4ad6fa1ecf6b2f5726b23339328800","[{""left"":27,""top"":98,""width"":302,""height"":372,""label"":""babycoat""}]","{}"
"3IKDQS3DQE6DDLTVQQGHGSNI6ATICV","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:54:29 PDT 2017","1","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Tue Jun 27 17:54:29 PDT 2017","","","3YT88D1N094JTZLUN2VUOPUMWBK3K8","A1G0RJLRQU50G2","Approved","Fri Jun 23 18:00:38 PDT 2017","Fri Jun 23 18:01:37 PDT 2017","Thu Jul 13 18:01:37 PDT 2017","Tue Jun 27 23:09:49 PDT 2017","","","59","100% (4/4)","100% (4/4)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/0e151515eae89a71c4f1e4b81f8b452a","[{""left"":11,""top"":67,""width"":476,""height"":366,""label"":""babycoat""}]","{}"
"379OL9DBSSKX5N1XIOST0QGYQ8P9YC","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:55:00 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 20:32:02 PDT 2017","","","3AMYWKA6YCS1G9TR4WLL29NFQPC6OH","A2DNSD743W4OC2","Approved","Tue Jun 27 21:27:33 PDT 2017","Tue Jun 27 21:28:14 PDT 2017","Mon Jul 17 21:28:14 PDT 2017","Sun Jul 02 20:17:37 PDT 2017","","","41","20% (1/5)","20% (1/5)","0% (0/1)","https://cfshopeesg-a.akamaihd.net/file/a6ff89f1fa83902a83fd8e84fa979a5f","[{""left"":5,""top"":72,""width"":484,""height"":417,""label"":""babyshirt""}]","{}"
"379OL9DBSSKX5N1XIOST0QGYQ8P9YC","38HIGZ6BKR8MWHKYFSWSU4GGSHE0C4","Image Segmentation","Your tasks are : 1)Drawing the Bounding Box for objects in images 2)Selecting the most appropriate category for the objects.","image segmentation, image labelling","$0.02","Fri Jun 23 17:55:00 PDT 2017","2","BatchId:2847181;OriginalHitTemplateId:920937336;","3600","1728000","Sat Jul 01 20:32:02 PDT 2017","","","3YWRV122CT5JXSWCTXUSLTBVEOL8UD","A29M4172EY44CV","Rejected","Fri Jun 23 19:17:15 PDT 2017","Fri Jun 23 19:17:45 PDT 2017","Thu Jul 13 19:17:45 PDT 2017","","Tue Jun 27 20:32:02 PDT 2017","Incorrect orientation should not be considered.","30","81% (17/21)","81% (17/21)","0% (0/0)","https://cfshopeesg-a.akamaihd.net/file/a6ff89f1fa83902a83fd8e84fa979a5f","[{""left"":4,""top"":75,""width"":492,""height"":408,""label"":""babycoat""}]","{}"
